Domain,Sub Domain,Product Name,Product Link,Review,Aspect1,Aspect2,Aspect3,Aspect4
Foundation,Nykaa Fashion,nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump,https://www.nykaa.com/nykaa-cosmetics-all-day-matte-liquid-foundation-with-pump/p/4992170?productId=4992170&pps=1&skuId=1275586,"""Nayka foundation"" I love it its giving very natural look after settle apply and live just 5 minutes",Beige,Liquid,Matte,Medium Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""D3W3 Golden beige"" Ohh my god such an amazing product...I ordered first time and i confused about my shade but it fits perfect on my skin and it is super blendable and it has fine shimmer particles which gives a nice glow on skin...highly recommended products and thank you nykaa for this amazing products",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""D3W3 Golden beige"" Ohh my god such an amazing product...I ordered first time and i confused about my shade but it fits perfect on my skin and it is super blendable and it has fine shimmer parti...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""The perfect shade match"" This foundation matched the skin shade perfectly. Gives a good coverage without looking cakey. A good foundation in this price range.",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Perfect Goden sand D5w5"" It's so light weight. Oh my god and it's a match. I was using loreal ifallible 125 natural rose but it was thick and best for party's but now m a faaan of loreal true match i...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""The foundation is really good for dry skin"" It will not make your face peachy I love the finish of this although it is little dark for me so definitely I will buy it in another shade coz I love the finish of it  and I...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""I am im love with this"" This foundation is somewhat for combination - dry skin because the consistency is water like it hydrates your face doesn't feel itchy or dry , being someone with dry skin is...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Best ???"" • affordable prices ???
• watery foundation 
•perfect match skin colour & texture  
•Shade ~1.N 
• After applying thz foundation look like literally matte ....
•nice ???",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Light & Super Blendable"" This foundation is very, very light in texture and consistency, but not watery. Hence it has great spreadability. The name super-blendable is befitting. I love the pump – it...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""8.R/8.C Nut brown shade ❤"" Perfect match for my skin..As name suggest it is very easy to blend..It gives glow to ur skin..it has very thin consistency..For dry skin..It's  very suitable and lightweight...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Very beautiful."" Nice quality. Nice one. Must buy. Very genuine product. Love you nyka. Love the product. Party wear must important. Must use once. I liked so much. It's more than expected on...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Lovely"" Super blend foundation he bas thoda sa patla he iska texture but very good..",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Super blendable"" Really a super blendable foundation.. liquidity is awesome..spreads evenly",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Excellent 👌"" Its pacazing  it's just awesome 😎😎 and its just like my tone colour i also suggest you to buy it it is for oily skin",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Must buy 🥰🥰"" This shade is perfect shade super awesome product for indian tone must buy ❤❤❤❤😚😚😚☺☺☺ happy with this product i really like it ☺☺😚🥰🥰🥰🥰🥰💋🤗🤗🤗🤗",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""True match N1 Ivory"" i love this foundation, greeatt!!!!! Recommend.",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Finally found my true match 3D/3W"" I have tried maybelline Fit me, Wet n Wild photo focus but these dried up my skin even more and makes my skin looks  cakey and old. Bought this foundation and it is a true ma...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""2R2C Rose Vanilla"" I already have the N1 Ivory shade in this foundation. But I wanted to try out this shade. This is a very light foundation with great spreadability. Feels like your own skin a...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""N1 ivory"" Perfect foundetion for fair,pink undertone I really recommend for good coverage",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Perfect for a dusky tone."" Absolute love for this foundation. I got the Nut Brown shade. The consistency is very thin which is essential for perfect blending, especially for beginners. Perfect for a co...Read More",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Wow I'm big fan of this foundation and ivory 1 The Perfect shade for Fair Toned People"" 😍I have full faith in the quality of Nayka and Nayka products.And I advise everyone to shop more and more than Nayka because its products are original.",Nude,Liquid,Natural,Low Coverage
Foundation,L'Oreal Paris,l-oreal-paris-true-match-liquid-foundation-63384,https://www.nykaa.com/l-oreal-paris-true-match-liquid-foundation-63384/p/63384?productId=63384&pps=1&skuId=63390,"""Full coverage foundation with very sparkles"" Its a very nice foundation. Its my second bottle and i love it. Good for daily use and for parties. Very easily blendable and awaesome finish. I tried maybelline fitme and ka...Read More",Nude,Liquid,Natural,Low Coverage
